dataset,method,num_samples,dev,test,seed
mmlu_pro,EMBED (RR),5000,1.9281566747597285,5.258632815007041,1
mmlu_pro,EMBED (RR),5000,1.925211784669331,4.855795972108682,2
mmlu_pro,EMBED (RR),10000,1.9212317994662693,4.4191176718735,0
mmlu_pro,EMBED (RR),10000,1.9293765212808336,4.759542974157933,1
mmlu_pro,EMBED (RR),10000,1.9191531777381896,4.568592201145564,2
mmlu_pro,LESS (DG),500,1.7724108176571982,4.320930696023193,0
mmlu_pro,LESS (DG),500,1.7603530875274114,4.502958564077841,1
mmlu_pro,LESS (DG),500,1.7708429455757142,4.362969410823697,2
mmlu_pro,LESS (DG),1000,1.738802433013916,5.608749911793448,0
mmlu_pro,LESS (DG),1000,1.7430501418454307,5.580569100080732,1
mmlu_pro,LESS (DG),1000,1.736405962705612,5.406050342303562,2
mmlu_pro,LESS (DG),2500,1.7257960055555617,5.675321626417498,0
mmlu_pro,LESS (DG),2500,1.7260708902563369,5.8644656669447555,1
mmlu_pro,LESS (DG),2500,1.721157033102853,5.719959181763152,2
mmlu_pro,LESS (DG),5000,1.732415624175753,6.077227393690338,0
mmlu_pro,LESS (DG),5000,1.731341017995562,5.794916430963798,1
mmlu_pro,LESS (DG),5000,1.7357707968779972,5.890343711146728,2
mmlu_pro,LESS (DG),10000,1.7550748654774257,5.722109647655978,0
mmlu_pro,LESS (DG),10000,1.761637646811349,6.0495026113386166,1
mmlu_pro,LESS (DG),10000,1.7557356204305377,5.926650216376924,2
mmlu_pro,LESS (KNN-KDE),500,1.765367637361799,4.316375473286323,0
mmlu_pro,LESS (KNN-KDE),500,1.7562833215509142,4.549301644301716,1
mmlu_pro,LESS (KNN-KDE),500,1.7646082750388554,4.246656650558431,2
mmlu_pro,LESS (KNN-KDE),1000,1.7426274069717953,5.554848313589204,0
mmlu_pro,LESS (KNN-KDE),1000,1.7392117066042765,5.52531688558334,1
